id,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,distance_to_burj_khalifa,distance_to_burj_al_arab,distance_to_dubai_frame,distance_to_dubai_marina,distance_to_museum_of_the_future,distance_to_dubai_creek,distance_to_palm_jumeirah,distance_to_jbr
7527233,Downtown Dubai,25.196489,55.272126,15800000,5253,3007.81,4,5,Medium,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.2420722075962142,10.702355522794331,5.207409905084707,19.06390114831433,0.933721135639924,8.112465181737909,16.40704779287692,18.79025678051531
7527236,Downtown Dubai,25.195237,55.271449,3000000,1317,2277.9,2,3,Medium,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.36851488723367065,10.567013130076774,5.362325805322896,18.917698862055495,1.065360044090935,8.26485813704225,16.27201285142146,18.645047822824722
7528526,Downtown Dubai,25.195235,55.27875600000001,4000000,1908,2096.44,3,3,Medium,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.48972540859744723,11.180131163408257,5.061783792300913,19.44905982857465,1.3311476658205594,7.850306749271771,16.88363355972295,19.18587970302488
7528572,Dubai Marina,25.086575,55.147768000000006,1625000,875,1857.14,1,2,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.714225773026794,7.147113297621413,22.50774770109904,1.5725719982369386,18.060510278000155,25.538421193755557,3.0426738024396283,1.316223762259532
7529340,Downtown Dubai,25.187556,55.275166000000006,2243000,1293,1734.73,2,2,Medium,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1.0751300564934754,10.430745957768417,5.9881500569837804,18.60675164800409,1.9671220632525985,8.766709758041692,16.124119000469687,18.351208828562125
7529368,Jumeirah Lake Towers,25.074521,55.143825,800000,1028,778.21,1,2,Medium,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,18.94355638105502,8.50445653621192,23.78123502886434,0.6676651844547618,19.31897407696004,26.79887199298167,4.262241075634549,0.9260628416531727
7529628,Downtown Dubai,25.202977,55.280662,2650000,1616,1639.85,3,4,Medium,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.8997692857070286,11.820020893068078,4.1897951505920314,20.182132817624915,1.012700666864612,7.025650790161377,17.52407495906275,19.90989156747628
7530158,Downtown Dubai,25.199782,55.277662,1239000,747,1658.63,1,1,Medium,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0.4360565836267609,11.368671717957842,4.634700025280092,19.717986931508054,0.8876782361117435,7.489599482640887,17.073446792837817,19.446600202712027
7530659,Downtown Dubai,25.200879,55.276331000000006,4100000,1774,2311.16,2,3,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4528770271426628,11.329918499782023,4.580530284643046,19.70797993116908,0.7069328692918758,7.468417418527632,17.03343540813187,19.433317738675118
7530921,Dubai Hills Estate,25.111798,55.247341000000006,2600888,1583,1643.01,3,3,Medium,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9.879092878029057,7.081681050427231,14.862300249346422,11.764878668906823,10.607458481456453,17.534284858769368,10.99916878180735,11.669730031237448
7531077,Jumeirah,25.240419,55.25277,1200000,733,1637.11,1,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.275380311104294,12.960434020915942,4.387189123580692,21.658283061223212,4.3561766023829245,6.98251957767652,18.31608245059922,21.311555098621906
7531924,Palm Jumeirah,25.104115,55.14847,3150000,1645,1914.89,2,2,High,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,16.36446352589243,5.533701780373242,21.038721160365007,3.3190579157250832,16.641517367583504,24.092964848290887,1.3998306325913112,2.9236528347247193
7532070,Jumeirah Beach Residence,25.081955,55.138863,1100000,1101,999.09,1,2,Medium,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,18.717868935908477,8.069936263872252,23.489543278483232,0.6783605794099852,19.051605461849224,26.526452942936356,3.397317936657335,0.2938362820810886
7532226,Jumeirah Beach Residence,25.072954,55.128089,2499000,1463,1708.13,2,3,Medium,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,20.193996964601915,9.517993453904767,24.96060114192494,0.9970546045113945,20.525728129594352,27.999482582298057,4.511393295085613,1.1837665048698494
7532397,Dubai Hills Estate,25.121564000000003,55.25912,1061888,730,1454.64,2,2,Medium,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,8.549786134318131,7.777597727473533,13.466155256307832,13.262554435072941,9.329771095448951,16.063794328919837,12.225983065439728,13.146026657239481
7532407,Town Square,24.999981,55.293818,930888,930,1000.95,2,2,Medium,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,22.016749748429202,19.158557750493536,26.456565874666182,17.882395967788863,22.89246553533462,28.48186616391241,20.06429184696938,18.14054212970443
7532408,Town Square,24.998576,55.291873,453888,339,1338.9,0,1,Medium,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,22.155953702283288,19.176295343320064,26.615346864600756,17.78513728488065,23.02902777761698,28.656306260725728,20.01010766879517,18.047984490601486
7532412,Dubai Hills Estate,25.11576,55.248755,2040888,1607,1270.0,3,3,Medium,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,9.416376883620003,7.018516638379054,14.39946527960806,12.053329516034621,10.14635287900289,17.074671896496408,11.146974994925543,11.944675791013319
7532509,Dubai Marina,25.069266,55.129145,1100000,829,1326.9,2,2,Medium,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,20.400568544492035,9.78709111249972,25.19253228718172,1.118901738647121,20.74755971768716,28.2250302081519,4.891250355549758,1.4264073916016158
7532605,Mohammed Bin Rashid City,25.171461,55.2758,1261142,742,1699.65,1,2,Medium,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.8655111866584217,9.734799436116287,7.670175679894275,17.516108638436517,3.74111147394535,10.311593073929398,15.333217351288617,17.290699862718863
7533036,Dubai Marina,25.087251,55.145574,1170000,980,1193.88,1,2,Medium,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,17.822127665134182,7.202562992519825,22.59920172017469,1.497597237215492,18.158443555607334,25.634264307069888,2.9066807093352063,1.1887618128571333
7533422,Palm Jumeirah,25.106964,55.111349,2499000,1367,1828.09,2,5,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23563556681779,8.340040118927796,23.630547858868454,4.328584093117849,19.38825981262692,26.703264750340796,2.7629159626075896,3.9509266070093503
7534145,Al Kifaf,25.233787,55.294217,1642777,998,1646.07,1,2,Low,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4.530488450489817,15.051096803327525,0.5030507754396172,23.599806437415126,3.992268571809187,3.527830481779192,20.70537718650455,23.305025205074482
7534375,Dubai Hills Estate,25.107984,55.244923,1450000,1487,975.12,2,3,Low,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.354523599511342,7.079366082213628,15.343366684922794,11.396818815862428,11.07601679519545,18.021395467242176,10.767320019918953,11.314179492337963
7535129,Mohammed Bin Rashid City,25.171461,55.2758,1276686,760,1679.85,1,2,Medium,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.8655111866584217,9.734799436116287,7.670175679894275,17.516108638436517,3.74111147394535,10.311593073929398,15.333217351288617,17.290699862718863
7535385,Al Kifaf,25.233787,55.294217,1550000,990,1565.66,1,2,Medium,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4.530488450489817,15.051096803327525,0.5030507754396172,23.599806437415126,3.992268571809187,3.527830481779192,20.70537718650455,23.305025205074482
7535983,Al Kifaf,25.233787,55.294217,2046777,1634,1252.62,2,3,Medium,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4.530488450489817,15.051096803327525,0.5030507754396172,23.599806437415126,3.992268571809187,3.527830481779192,20.70537718650455,23.305025205074482
7536465,City Walk,25.20179,55.261734,3700000,2270,1629.96,3,4,Low,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3727649984961097,10.240778124694156,5.311600217163549,18.76930483945008,0.9715937911093496,8.349366495408383,15.919065538758835,18.474290680059923
7536676,Palm Jumeirah,25.11309,55.140778000000005,2800000,2156,1298.7,3,4,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.38125098344343,5.446029446078975,20.91758088422002,4.13822415862232,16.59040322682519,23.985884109700248,0.277498598426765,3.700104551372491
7537089,Downtown Dubai,25.197316,55.274196,2999900,1778,1687.23,2,3,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02424178263218947,10.925820127939678,5.030826648817249,19.27690446374692,0.8995947664009908,7.915120492358096,16.630707868083185,19.004721675206923
7537169,Dubai Marina,25.075017000000003,55.137997,2650000,1786,1483.76,3,4,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.316392749584807,8.758975092705853,24.12245789367974,0.1247506449878336,19.67150504173681,27.150435578146375,4.167932341118921,0.5649918414109395
7540934,Palm Jumeirah,25.131393,55.152727,3500000,1766,1981.88,2,3,Medium,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,14.265115698548813,3.4304419423066963,18.680835632906465,6.3498218429517355,14.41612005629685,21.75310870386444,2.5655262198629827,5.932684462350572
7542683,DIFC,25.207533,55.277978,1300000,1133,1147.4,1,2,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2040500749183638,11.907451441955642,3.846910866006734,20.350770494065465,0.7834949028630878,6.780884925966156,17.602749753685032,20.068918901749417
7542932,Jumeirah Beach Residence,25.076944,55.134135,2950000,1503,1962.74,2,3,Low,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,19.446619244180905,8.799912883306899,24.222105287709816,0.3451786273123924,19.78311538474028,27.25845217918372,3.9737565181040124,0.4393374184135572
7543682,Jumeirah Beach Residence,25.072954,55.128089,1780000,1028,1731.52,1,2,Medium,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20.193996964601915,9.517993453904767,24.96060114192494,0.9970546045113945,20.525728129594352,27.999482582298057,4.511393295085613,1.1837665048698494
7543697,Meydan,25.15899,55.294028,675000,826,817.19,1,1,Low,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.68542910006535,11.148928517999197,8.777368861767314,18.270998683341915,5.604505864986613,10.998153370298,16.525860817746683,18.094206774673225
7543701,DIFC,25.206412,55.275199,1450000,1274,1138.15,1,2,Medium,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1.027477194021628,11.610878351017309,4.094472517579448,20.06704728306596,0.47749314700630413,7.054786174749975,17.304417586370832,19.78325120297743
7544027,Downtown Dubai,25.191404,55.27389599999999,1010000,860,1174.42,1,2,Medium,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6464777924750504,10.539410731051554,5.640030633785775,18.800895625202305,1.5217893750521863,8.473270022031333,16.241786404813183,18.537419282426644
7544476,Jumeirah Beach Residence,25.084102,55.13862099999999,5750000,2574,2233.88,3,5,Medium,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,18.573072158637792,7.890290505249238,23.330327428756593,0.9092548200050748,18.898228394544535,26.370560279212135,3.1581493072124514,0.4879416431599124
7544817,DIFC,25.207533,55.277978,1250000,1133,1103.27,1,2,Low,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2040500749183638,11.907451441955642,3.846910866006734,20.350770494065465,0.7834949028630878,6.780884925966156,17.602749753685032,20.068918901749417
7545069,Downtown Dubai,25.197316,55.274196,4649900,2663,1746.11,3,4,Medium,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.02424178263218947,10.925820127939678,5.030826648817249,19.27690446374692,0.8995947664009908,7.915120492358096,16.630707868083185,19.004721675206923
7545103,Dubai Marina,25.079966,55.139082,1250000,1210,1033.06,2,3,Medium,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18.854120266763825,8.23939676308449,23.638608457818588,0.47241525209098656,19.195639283138032,26.67234357101968,3.6189669726513043,0.2197842023116622
7545165,Downtown Dubai,25.191642,55.28019499999999,2049999,1039,1973.05,2,3,Medium,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.8496623281082464,11.095916653479044,5.392783342826378,19.286812333450897,1.7418944468165594,8.1184151774064,16.792665122932476,19.031107965232888
7545371,Town Square,25.015608,55.283132,888000,888,1000.0,2,2,Medium,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,20.21124184418067,17.11762456311471,24.75326572157641,16.143873981702217,21.07380153479824,26.88084071089124,18.151511267836632,16.37896633186545
7545870,Business Bay,25.188299,55.288975,16950000,4907,3454.25,3,3,Medium,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.7692507492078615,11.696602660490168,5.564390390581179,19.716929585002234,2.5904933163111945,8.05845154978914,17.368210936112316,19.4776302713869
7545873,Business Bay,25.188299,55.288975,30950000,7922,3906.84,4,4,Medium,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.7692507492078615,11.696602660490168,5.564390390581179,19.716929585002234,2.5904933163111945,8.05845154978914,17.368210936112316,19.4776302713869
7545878,Dubai Harbour,25.099744,55.14145500000001,1225000,735,1666.67,1,2,Medium,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,17.219109552316834,6.369576983835206,21.882344300662275,2.671605674189767,17.49144044293587,24.938685865480274,1.4580753327116487,2.2428401818988957
7545879,Downtown Dubai,25.194031,55.269318000000005,2577888,1352,1906.72,3,4,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620988896591844,10.314371511702776,5.582359962581443,18.670823907274254,1.2067059466076218,8.500652805504485,16.0193379095723,18.397174830600015
7545932,Palm Jumeirah,25.111902,55.138103,1025888,720,1424.84,1,2,Medium,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,16.677829589470605,5.742469924377191,21.206842813462067,3.99274787913912,16.884126185702915,24.275701934309,0.06649525217481175,3.5494083729641726
7546267,Dubai Marina,25.082217,55.142624,913548,529,1726.93,0,1,Low,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,18.42349676008514,7.833610200352151,23.214137725154686,0.8687318311370827,18.768486185523283,26.24600088503573,3.397991294308941,0.6269639722325455
7546516,Downtown Dubai,25.191634,55.269309,2250000,1700,1323.53,2,3,Medium,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.8033932278459904,10.164533481876859,5.8171434448934045,18.483881615303297,1.4716583318529857,8.715265397577767,15.869373634744166,18.21393120515685
7546773,DIFC,25.211032,55.28205,1275000,893,1427.77,1,1,Medium,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1.7198733820250178,12.47008961456112,3.313669053309435,20.915268378645255,1.3271038142376725,6.221315730209823,18.164030611094613,20.63373030903992
7547057,DAMAC Hills,25.020958,55.254155,350000,527,664.14,0,1,Medium,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,19.70294402191439,15.085363775088396,24.49311765713411,13.258705297834274,20.510878221230534,26.86256144335758,15.500055712152133,13.513635792777697
7547582,Dubai Creek Harbour (The Lagoons),25.204135,55.344345,780000,707,1103.25,1,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.079404160136452,17.4916793448256,6.1200392771369625,25.23791339785644,7.399620474022378,6.151367630365335,23.12382270202116,25.03119816385979
7548040,Downtown Dubai,25.196592000000003,55.284124,1650000,1049,1572.93,2,3,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9807108000965679,11.718075263232242,4.753754897170203,19.948884284219723,1.6217493347243848,7.444656843296494,17.419630508454944,19.69034470200968
7548820,Jumeirah Village Circle,25.066791,55.203684,424340,385,1102.18,0,1,Medium,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,16.154005089370393,8.495937523718698,21.1873636911694,6.7540803252074655,16.767332928640876,23.99432469672325,8.33382007947566,6.884750309922397
7549090,Palm Jumeirah,25.125472,55.153066,1800000,1100,1636.36,1,2,Medium,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14.585443867601361,3.6649561833380897,19.079498711516194,5.722745090582941,14.771705811913526,22.149361279029765,2.08588339105553,5.311820107907483
7549879,Palm Jumeirah,25.115747,55.142615,3175000,2281,1391.93,3,4,Medium,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,16.061240583409106,5.1264204679162635,20.5833564139793,4.450753740879551,16.26329262735824,23.65237204041408,0.5805200575311594,4.016327710105629
7549987,Dubai Marina,25.086726,55.145205,1500000,1525,983.61,2,3,Medium,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,17.88922827462812,7.271754586870506,22.66742626212067,1.428404406342006,18.226271566262465,25.70224435851511,2.9538876198153634,1.1220010157130411
7550615,Palm Jumeirah,25.132519,55.151574,1850000,935,1978.61,1,2,Medium,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14.301426517105453,3.5036070899304,18.691909177977195,6.444642258986383,14.441814227134788,21.764525486419394,2.6067691477334134,6.023857891075704
7551748,Dubai Hills Estate,25.107984,55.244923,990000,722,1371.19,1,1,Medium,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,10.354523599511342,7.079366082213628,15.343366684922794,11.396818815862428,11.07601679519545,18.021395467242176,10.767320019918953,11.314179492337963
7551802,Dubai Hills Estate,25.11576,55.248755,750000,648,1157.41,1,1,Medium,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9.416376883620003,7.018516638379054,14.39946527960806,12.053329516034621,10.14635287900289,17.074671896496408,11.146974994925543,11.944675791013319
7552099,Business Bay,25.181311,55.26250699999999,900000,1036,868.73,1,1,High,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2.1339062646816767,8.9801735722213,7.152098146208997,17.197396747252157,2.7419088799029474,10.046863547731267,14.674900239274596,16.935073636856725
7552261,Jumeirah,25.240419,55.25277,1700000,1164,1460.48,2,3,Medium,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,5.275380311104294,12.960434020915942,4.387189123580692,21.658283061223212,4.3561766023829245,6.98251957767652,18.31608245059922,21.311555098621906
7552349,Jumeirah,25.240419,55.25277,1271000,732,1736.34,1,2,Medium,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,5.275380311104294,12.960434020915942,4.387189123580692,21.658283061223212,4.3561766023829245,6.98251957767652,18.31608245059922,21.311555098621906
7552352,Town Square,25.010196,55.291467,485000,603,804.31,1,1,Medium,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20.864787662042545,18.09693257959,25.324204224568916,17.159219781562218,21.738804141364113,27.375273878252088,19.18463767201552,17.39838628053465
7552604,Palm Jumeirah,25.111822,55.140521,1125000,1300,865.38,1,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.483352985955996,5.549316267520755,21.030723858936803,3.995604200470145,16.697797419098798,24.098353045277833,0.25514976855759613,3.5571823035184362
7553011,Downtown Dubai,25.202977,55.280662,1000000,681,1468.43,1,2,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8997692857070286,11.820020893068078,4.1897951505920314,20.182132817624915,1.012700666864612,7.025650790161377,17.52407495906275,19.90989156747628
7553094,Business Bay,25.18543,55.281516,700000,563,1243.34,0,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491821179849471,10.882695840006763,6.020986815789841,18.93529834643476,2.408645649771911,8.663990936811146,16.557322515770593,18.691582491276378
7553095,Business Bay,25.185156,55.281116,725000,692,1047.69,0,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5000645203919605,10.833039201605661,6.060532535310221,18.884879440765804,2.4183839116300483,8.709344455232333,16.507313692340226,18.641123745277643
7553096,Palm Jumeirah,25.10813,55.145552,1300000,1799,722.62,2,3,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.318066226267355,5.4199479543900315,20.937056348233277,3.665793012082836,16.566718137480123,23.998337183066518,0.8939183679931737,3.2469866501917077
7553527,Al Barsha,25.07001,55.245729,778000,730,1065.75,1,2,High,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,14.434382839374269,10.011468668575809,19.349970877530037,10.93086889392857,15.198958660542875,21.896316063749712,11.823463684799956,11.01688295468434
7554269,Dubai Marina,25.086575,55.147768000000006,2099999,1382,1519.54,2,3,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.714225773026794,7.147113297621413,22.50774770109904,1.5725719982369386,18.060510278000155,25.538421193755557,3.0426738024396283,1.316223762259532
7554308,Palm Jumeirah,25.10355,55.168509,17910000,6246,2867.44,4,5,Medium,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
7554310,Palm Jumeirah,25.10355,55.168509,15460000,4331,3569.61,3,4,Medium,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
7554451,Al Furjan,25.022618,55.14935,700000,1000,700.0,2,3,Medium,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,23.13826932726665,13.676501371099132,28.14045711774436,6.056644639080536,23.66217706275952,31.04536119900529,10.058450604396644,6.502674735167401
7554643,Jumeirah Lake Towers,25.065355,55.139480000000006,450000,500,900.0,0,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98517943384648,9.608400850291128,24.844520348262648,1.2020660707241062,20.375868377888775,27.85453640287684,5.244126532818346,1.649051412758299
7554665,Downtown Dubai,25.196593,55.269631,1275000,1282,994.54,2,3,Medium,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.4845555522741481,10.504391428630363,5.3192569523940545,18.894251915342736,0.9201247892476743,8.255730654798235,16.207873970925984,18.617164900046358
7554713,Palm Jumeirah,25.10355,55.168509,15490000,3944,3927.48,3,4,Medium,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
7554714,Palm Jumeirah,25.10355,55.168509,15830000,3554,4454.14,3,4,Medium,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
7554923,Palm Jumeirah,25.10355,55.168509,15910000,3492,4556.13,4,5,Medium,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
7557465,Palm Jumeirah,25.10355,55.168509,21990000,6252,3517.27,4,5,Medium,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
7557467,Palm Jumeirah,25.10355,55.168509,21870000,5188,4215.5,4,5,Medium,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.900923065239075,4.514017077380372,19.712055798694557,4.381643843898923,15.256232942647943,22.735771333157913,3.219498640137372,4.121798315646585
